review_id,user,rating,text,created_at,updated_at,likes,comments
kca://review:goodreads/amzn1.gr.review:goodreads.v1.7WTK5F_nIZC3p0XoB6DcYQ,Ellery Adams,4,"A quiet, wholesome novel about how strangers become friends and now kindness can change the trajectory of a person's life. This novel made me feel calm in the way Before The Coffee Gets Cold did. It's light and heartwarming. <br /><br />Thanks to Harper Perennial for the gifted book.",1744038201858.0,1774598100341.0,34,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.GeAs2Jsl6Nz3lJHXpgJDlw,give me books,3,"2,75<br /><br />Fajna do przesłuchania w jeden wieczór, ale nic czego bym już nie czytała. <br />Szkoda, że zostało przedstawione kim był bezdomny. Wolałabym żeby zostało to tajemnicą ",1739311676675.0,1753190423100.0,33,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.nNWfCZzFULQSM82HJExB9Q,Jess,5," <blockquote><b>“Aku teringat kenangan saat duniaku runtuh disini 4 tahun lalu. Namun, kali ini aku tidak sendirian.”</b> </blockquote><br /><br />Buku ini sangat heartwarming dan berhasil membuatku nangis. Cerita tentang Dokgo, tunawisma di stasiun Seoul yang mendapatkan kesempatan bekerja di minimarket Always. Kehadiran Dokgo pada awalnya dianggap sebagai suatu penyakit, momok menakutkan yang ingin dijauhi masyarakat akibat keterbatasan dan penampilannya. Tapi, seiring dengan berjalannya waktu kehadiran Dokgo seakan menjadi penyembuh, pembawa harapan bagi teman se-pekerjaannya maupun para pembeli yang mampir ke minimarket ini.<br /><br /><blockquote><b>""Minimarket adalah tempat orang-orang datang &amp; berlalu silih berganti. Pembeli dan karyawan tanpa kecuali. Beliau tahu bahwa Minimarket adalah pom bensin bagi manusia. Di 'pom bensin' ini, aku tak hanya mengisi bahan bakar, tetapi juga memperbaiki mobilku. Jika sudah baik, aku harus pergi. Aku harus kembali ke jalan.”</b> </blockquote><br /><br />Buku ini bukan hanya bercerita mengenai bagaimana Dokgo membantu para teman pekerja dan pembelinya, tapi seiring dengan berjalannya waktu juga mengungkapkan misteri di balik kehidupan Dokgo, orang seperti apa dia sebelumnya? Mengapa dia berakhir tak punya rumah dan hidup miskin di stasiun Seoul?<br /><br />Cerita dalam buku ini semuanya membekas, terutama cerita Dokgo sendiri. Mungkin karena aku se-<i>invested</i> itu dengan karakter Dokgo <i>and I truly admire him in a deeper level.</i> Habis baca buku ini, aku sesak. Sesak dengan kebahagiaan dan sesak dengan seberapa banyak pelajaran yg aku dapati sehabis membaca buku ini. <u>Buku ini berharga banget,</u> pembaca gak akan pernah bosen membaca setiap halamannya, <u>dan ini bukan novel biasa, ini cerita yang mungkin bisa mengubah hidupmu sama seperti Dokgo mengubah hidup orang-orang yang ditemuinya.</u>",1667530101262.0,1766473579551.0,30,1
kca://review:goodreads/amzn1.gr.review:goodreads.v1.-APRiH40kPp6xV3uL_Pgow,Basma Elbialy,4,"""شكراً لأنك أحييتِ شخصاً كان لابد له من أن يموت.. أشعر بالخزي.. لكنني سأحاول أن أعيش"".<br />.<br />رواية لا تعتمد على أحداث مشوقة ولكنها تدور حول شخصية، وهذه الشخصية هي أساس الرواية. البطل الذي تدور حوله الأحداث هو ""دوكغو"" الذي لا يعرف ما هو اسمه ويجهل ماضيه أيضاً، نتعرف عليه في صفحات الرواية كما يتعرف هو على نفسه في الوقت ذاته.<br /> <br />تظهر الشخصيات تباعاً، تدخل في حياة هذه الشخصية شيئاً فشيء، تنفر منه في البداية إلى أن يلمس قلوبهم بفعل بسيط ولكنه دافيء.. وبالدفء أي شخص يمكنه أن يتغير للأفضل من تلقاء نفسه. هناك شخصيات ملهمة في هذه الحياة و""دوكغو"" هو أحد هذه الشخصيات، يجعلك تعيد نظرتك للأشياء من حولك إلى أن تصل لطريقة يصبح الألم فيها شيء قابل التعامل معه بدلاً من الانغماس فيه حد العمى.. <br /><br />كالعادة تغمرني الأعمال الكورية بمشاعر أكثر من قدرتي على الإستقبال، تثقلني أحياناً بألمها وأحياناً تسعدني بلطفها..<br /><br />شعرت باللطف والإلهام أنا أيضاً أثناء قراءتي للرواية إلى أن وصلت لآخر فصل وهو جزء الكشف عن الحقيقة. كان مؤلم على عكس جميع الفصول التي تسبقه. ولكن هذه هي الحياة! <br /><br />وبالنسبة للترجمة جميلة جداً.. ♥️",1750510401149.0,1783512051986.0,30,1
kca://review:goodreads/amzn1.gr.review:goodreads.v1.GxkJQzwUlz14pV_PrLONsA,_och_man_,3,"I myk, kolejny azjatycki tytuł wpisujący się w pewien schemat (chwytająca za serce problematyka, ujęta możliwie prosto i bezpośrednio) - odhaczony. Naprawdę doceniam, jak zgrabnie rozwinęły i ""skleiły"" się nagromadzone wątki. Nie potrafię jednak wykrzesać większych pokładów zachwytu - zapewne za sprawą klimatu, z którym trudno nawiązać mi bardziej emocjonalną więź 🙁",1746443048254.0,1764078189991.0,28,2
kca://review:goodreads/amzn1.gr.review:goodreads.v1.gPY5qvYI3wv65VrtuLsMGQ,spillingthematcha,3,"Książka z wielkim urokiem, pełna prostoty, uważności i wrażliwości. Chociaż nie do końca spełniła moje oczekiwania, ale nie zmienia to faktu, że początek mocno mnie zaangażował. Dość lekka, a co więcej wzruszająca lektura, w której zakończenie chwyci za serce nie jedną osobę. Oczekiwałam może, że dotrze do mnie dużo bardziej pod względem emocjonalnym lub będzie bardziej uniwersalna, co nie zmienia faktu, że spędziłam przy niej bardzo miło czas. W niektórych momentach była zbyt przeciągnięta, co u mnie wzbudzało poczucie monotonności tej historii, więc wydaje mi się, że nieco krótsza forma sprawdziłaby się tutaj znacznie lepiej, a na pewno była bardziej angażująca dla czytelnika. ",1710279748545.0,1771947010409.0,28,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.kKDfmimbezVeVZi1cisBDQ,Loredana (Bookinista08),5,"O carte minunată! Ultimul capitol, cel în care aflăm identitatea lui Dok-go, m-a rupt în două, pur și simplu!! O scriitură lejeră, cu mici perle de înțelepciune care te lovesc din senin. O serie de personaje diverse rupte direct din realitate. Și un puternic accent pe empatie și conexiune umană. Mi-a plăcut foarte mult și emoțiile pe care mi le-a stârnit m-au făcut să-i dau 5 ⭐. Nu este chef d'oeuvre, dar categoric este o carte care îți merge direct la suflet. Mai avem nevoie și de astfel de lecturi pline de speranță din când în când. ❤️",1746294634331.0,1783710480108.0,27,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.iOeDGc_v7ixNrNeNELVMcg,Tabatha (tab.talks.books),3,"* 3⭐️0🌶️<br />* Mrs. Yeom, a retired history teacher and the owner of a struggling convenience store near Seoul Station, experiences a life-changing encounter when a homeless man named Dok-go returns her lost wallet. Recognizing his inherent goodness, Mrs. Yeom impulsively offers him a job at her store. Despite the initial skepticism of her existing employees, Dok-go's kindness and willingness to help quickly win over the community. He becomes a trusted confidante and a source of advice for those around him, ultimately helping Mrs. Yeom save her store from financial ruin. However, Mrs. Yeom's son, eager to sell the store, hires a detective to uncover Dok-go's past, which he seems desperate to forget.<br />* Read if you like: novella, BIT, second chances, self growth and selflessness, unlikely friendship, redemption, kindness, feel good stories",1751977768253.0,1753190435433.0,23,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.369HnnW8U-fhuYzVafdwxw,Vanne,4,"Este libro es perfecto para una tarde de lluvia, de esos que te envuelven en calidez. A medida que avanzas y conoces a los personajes, te adentras en sus vidas sin darte cuenta de en qué momento te has encariñado con ellos, y entonces no quieres que la lectura termine.<br /><br />Es una historia corta, sin grandes complicaciones, pero con un profundo mensaje de resiliencia. Cada capítulo cuenta una historia diferente en la que este exindigente, sin proponérselo, empieza a transformar las vidas de quienes compran en la tienda de la señora Yeom. Su influencia les brinda una perspectiva distinta, haciéndolos reconocer sus errores y buscando enmendarlos.",1729867534354.0,1762283605235.0,22,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.RB8cG5cqgvFemUJ8rMNTmw,Elena,4,"Tan acostumbrada a novelas ligeras y rápidas de leer, he disfrutado de leer este libro poco a poco. Disfrutando de verdad del momento de la lectura.<br /><br />Es de esos libros que te dejan el corazón calentito y te hacen valorar tu propia existencia. ",1782164567173.0,1782474643290.0,22,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.Iv6g8yxv8-9aZ-XkkXG3LQ,Salma Saeed,4,دايما بحب فكرة ال convenience stores و بستغرب إنها مش عندنا فى مصر .. مكان تقدر تاكل أو تشرب اللي انت عايزه و ممكن تسخن الاكل أو تقعد تسترخي و أنت بتشرب الزبادو باللبن الكيوت ده 😂❤️<br />هتعمل ايه بقي لو روحت واحد من المحلات دي و لقيت البائع شخص مشرد ريحته مش حلوة شبه الدب و مش بيتكلم كتير بس في نفس الوقت بيقولك على عروض ١ + ١ و بيجبلك الدفاية في الشتا عشان متكنش سقعان ؟<br />رواية لطيفة جدا و رتمها سريع .. من الحاجات اللى كنت ببتسم و أنا بقراها و بفتكر كل ما أقرا التفاصيل إن الحياة فيها حاجة كتير صغيرة و جميلة زى المتجر المزعج ده بالظبط ❤️,1748206459032.0,1753190445638.0,21,1
kca://review:goodreads/amzn1.gr.review:goodreads.v1.mMxjZJ7l-ebEHvCOSYl76A,Lucia Nieto Navarro,4,"Cuando vi el titulo de esta novela lo primero que pensé fue en esas típicas tiendas chinas, 24 horas que encontramos en cualquier sitio, y la verdad que no iba mal encaminada.<br />La novela comienza cuando un vagabundo encuentra la billetera de la Señora Yeom en la estación de Seúl. Yeom en la propietaria de una tienda 24 horas, al principio desconfía de este personaje, tiene prejuicios por las pintas y por la forma de actuar pero con el paso del tiempo queda soprendida con su comportamiento, tanto que decide darle una nueva vida, le contratará en su tienda para el turno de noche y es aquí donde de nuevo aprendera a ser humano.<br />A lo largo de los capítulos que componen esta novela, iremos conociendo diferentes personajes, donde nos contarán su vida, una vida que puede ser la de cualquiera, haciendo que sean capaces de pensar de otra manera.<br />Pero no solo viviremos las historias de otros personajes sino también la suya propia, ira recordando su pasado, un pasado que enterró durante mucho tiempo y que llego a olvidar.<br />La narración es muy ágil, cada personaje tiene su capítulo, decir que la traducción es muy buena y el lenguaje no es nada extraño. Una novela que te hará reflexionar y aprender de la vida de otras personas.<br /><br />",1707670264874.0,1766920993025.0,29,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.pSYLkwLTUXWaZxajNThFig,Bella Azam,4,"This book is what I mean and need when I say I want cozy healing book with the usual tropes but make you feel for the characters &amp; deeply care for them. Its not just a simple slice of life book, its more than that, its the drama of the second chance given to them to live. A simple premise of a store owner, Mrs Yeom offered a job to a homeless man, Dokgo after he helped her from being robbed. A simple act of kindness that led to various connection of the ordinary people through the warmth of the convenience store and the man at the front of this. The Second Chance Convenience Store reads like a drama with each chapters featuring characters with their own stories to tell from Mrs Yeom, a retired teacher opens a convenience store &amp; her struggle to maintain the store but want to protect it for her employees. Sihyeon, a part time employee on her time to sit for civil exams looking for job security, Mrs Oh whom struggled to communicate with her son after he was fired from his job, and many others<br /><br />As with other similar healing fiction, this book does not shy away from the format of the loosely connected stories but what stands out about this book is the fleeting moments of ordinariness &amp; how one man at the center lend this unexpected advices gave them the chance to find what they are looking for. A convenience store is not merely a stopover for fast food or snacks, its a space for connection, it could be a haven for others who just want a break from the chaos or stress from their job, with Dokgo, this mysterious man, a recovering alcoholic with dementia, the store is a source of comfort for some as he helped them realize things. What also interesting is the mystery surrounding Dokgo, we dont know what is his background, how he became homelese, what caused him to seek alcohol &amp; this alcoholism induced memory loss &amp; affected his speech. As he worked at Always Convenience Store, he slowly regained normalcy in his life &amp; when we finally know of his past, it all made sense. We all deserved second chance in our lives, its never too late &amp; to slow down at times. A heartfelt, comforting stories of the mundane life of ordinary people just living their best. <br /><br /><br />Thank u Times Reads and Definitely Books for the review copy<br /><br />A mix of drama, slice of life and mystery,The Second Chance Convenience Store by Kim Ho Yeon was a story of redemption, slowing down in a busy world and forming connections in a small community. I have talked about my thoughts on the book previously and how I was pleasantly surprised by the book. I expected cozy slice of life books in the realm of the healing fiction we get nowadays but instead of the typical formulaic story, this served so much deeper than what we see on the surface. The mystery about Dokgo adds more flavour and depth to the characters we are reading, it made me feel much closer to them. At its core, this cozy inconvenient convenience store is a place of warmth and comfort, a place to find your footing and realize whats precious to you<br /><br />I found that books set in convenience store interesting. Like Sayaka Murata's novel Convenience Store woman touched upon the societal issue of conforming to the society, what is normal and whats not, the repetition of works in a store gave one woman's security and she is content with it. Convenience Store by the Sea by Sonoko Machida had almost similar vibe to this book but more on the store itself and the quirks rather than the drama. While there are also the magical market in Rainfall Market, a mysterious market that only opened by a ticket which can change people's life while its not conbini, its still a charming setting for those who dreamed of changes. Another kind of book that I want to talk about is Supermarket by Satoshi Azuchi that dealt more with capitalism and the business politics of chain supermarkets, its a place people converge to buy stuffs but also a placeof workers doing their job, a pretty unique book <br /><br />Kim Ho Yeon crafted a story and space where characters meet and formed connections, its a lovely book with interesting cast of characters and you will like Dokgo as a man of the forefront of the story<br /><br />Thank you Times Reads for the review copy",1756130000891.0,1783425030885.0,17,0
