stars,date,review
4,2025-04-07,낯선 사람이 어떻게 친구가 되고 이제 친절이 사람의 삶의 궤적을 바꿀 수 있는지에 대한 조용하고 건전한 소설입니다. 이 소설은 커피가 식기 전처럼 나에게 평온함을 느끼게 해주었다. 가볍고 마음이 따뜻해집니다. 훌륭한 책을 제공해 주신 Harper Perennial에게 감사드립니다.
3,2025-02-11,"2.75 어느 날 저녁에 듣기에는 좋았지만, 아직 읽지 않을 것은 없습니다. 노숙인이 누구인지 공개된 것이 안타깝다. 차라리 비밀로 해줬으면 좋겠어"
5,2022-11-04,"""4년 전 이곳에서 내 세계가 무너졌던 기억이 난다. 하지만 이번에는 혼자가 아니다."" 이 책은 정말 마음이 따뜻해지고 나를 울게 만들었습니다. 이야기는 서울역 노숙자 독고가 올웨이즈 미니마켓에서 일할 기회를 얻는 이야기입니다. 독고의 존재는 처음에는 질병으로 여겨졌는데, 그 한계와 외모로 인해 사회가 피하고 싶었던 무서운 유령이었다. 그러나 시간이 지날수록 독고의 존재는 이 미니마켓을 찾은 동료들과 바이어들에게 힐러, 희망을 주는 존재가 되는 듯했다. ""미니마켓은 사람도, 구매자도, 직원도 예외 없이 오가는 곳이에요. 미니마켓이 인간을 위한 주유소라는 걸 알고 있죠. 이 '주유소'에서는 연료를 채우는 것뿐만 아니라 차도 수리하는 일도 해요. 좋으면 떠나야 해요. 다시 길을 가야 해요."" 이 책은 독고가 동료 노동자와 구매자를 돕는 이야기를 들려줄 뿐만 아니라, 시간이 지나면서 독고의 삶에 얽힌 미스터리, 이전에는 어떤 사람이었는가를 밝혀낸다. 그는 왜 서울역에서 노숙자가 되어 가난하게 살게 되었는가? 이 책에 담긴 이야기들은 모두 기억에 남는데, 특히 독고 자신의 이야기가 기억에 남는다. 아마도 제가 독고라는 캐릭터에 투자하고 더 깊은 곳에서 그를 진심으로 존경하기 때문일 것입니다. 이 책을 읽고 나서 숨이 막혔다. 행복도 부족하고, 이 책을 읽고 배운 교훈도 부족합니다. 이 책은 정말로 가치가 있고, 독자들은 매 페이지를 읽는 것이 결코 지루하지 않을 것이며, 이 책은 평범한 소설이 아니라, 독고가 그가 만난 사람들의 삶을 변화시켰듯이 당신의 삶을 변화시킬 수도 있는 이야기입니다."
4,2025-06-21,"“죽어야 했던 사람을 살려주셔서 감사해요… 부끄럽지만… 살려고 노력하겠습니다.” . 흥미로운 사건에 의존하지 않고 인물을 중심으로 전개되는 소설로, 이 인물이 소설의 기반이 된다. 사건의 중심이 되는 주인공은 자신의 이름도, 과거도 모르는 독구이다. 그가 자신을 알게 되는 것과 마찬가지로 우리도 소설 속에서 그를 알게 됩니다. 캐릭터들이 하나씩 등장하며 이 캐릭터의 삶 속으로 조금씩 들어갑니다. 처음에는 그가 소박하지만 따뜻한 행동으로 그들의 마음을 감동시키기 전까지 그들은 그를 거부했습니다. 따뜻함이 있으면 누구나 스스로 더 나은 방향으로 변화할 수 있습니다. 이생에도 감동을 주는 캐릭터가 있는데, '독구'도 그 중 하나다. 고통에 빠져 눈이 먼 것이 아니라 감당할 수 있는 길이 될 때까지 주변의 것들을 다시 생각하게 하십니다. 늘 그렇듯이 한국 작품은 감당할 수 없을 만큼 많은 감정을 불러일으키고 때로는 고통으로 나를 부담스럽게 하고 때로는 친절함으로 나를 행복하게 만듭니다. 진실을 밝히는 부분인 마지막 장에 이르기까지 소설을 읽으면서 저 역시 친절함과 감동을 느꼈습니다. 이전의 모든 장과 달리 고통스러웠습니다. 하지만 그게 인생이에요! 번역이 너무 이쁘네요.. ♥️"
3,2025-05-05,"그리고 특정 패턴(가슴 아픈 문제, 가능한 한 간단하고 직접적으로 제시됨)에 맞는 또 다른 아시아 타이틀인 myk를 선택했습니다. 축적된 실을 얼마나 깔끔하게 개발하고 ""접착""했는지 정말 감사합니다. 하지만 이보다 더 감탄할 수는 없습니다. 아마도 더 감정적인 유대감을 형성하기 어려운 기후 때문일 것입니다 🙁"
3,2024-03-12,"단순함, 세심함, 감성이 가득한 큰 매력을 지닌 책입니다. 비록 내 기대에 완전히 부응하지는 못했지만 시작 부분이 나를 정말로 사로잡았다는 사실은 변하지 않습니다. 오히려 가볍고, 더 나아가 감동적으로 읽히며, 많은 이들의 마음을 감동시킬 결말로 이어진다. 어쩌면 나는 그것이 나에게 훨씬 더 감정적으로 다가가거나 더 보편적이기를 기대했지만, 그것이 내가 그것과 함께 아주 좋은 시간을 보냈다는 사실에는 변함이 없습니다. 어떤 점에서는 너무 길어서 이야기가 단조롭게 느껴졌기 때문에 여기서는 약간 더 짧은 형식이 훨씬 더 잘 작동했을 것이고 확실히 독자에게 더 매력적이었을 것이라고 생각합니다."
5,2025-05-03,"멋진 책! 독고의 정체가 밝혀지는 마지막 장에서 나를 둘로 찢어버렸어요!! 갑자기 당신을 강타하는 지혜의 작은 진주가 담긴 가벼운 글쓰기. 현실에서 직접적으로 벗어난 다양한 캐릭터들의 시리즈. 그리고 공감과 인간관계를 강조합니다. 나는 그것을 정말 좋아했고 그것이 나에게 불러일으킨 감정으로 인해 5 ⭐를 받았습니다. 셰프되브르의 책은 아니지만, 마음에 바로 와닿는 책임은 분명합니다. 우리에게도 때때로 그러한 희망적인 독서가 필요합니다. ❤️"
3,2025-07-08,"* 3⭐️0🌶️ * 은퇴한 역사 교사이자 서울역 근처에서 어려움을 겪고 있는 편의점 주인인 염여사는 잃어버린 지갑을 돌려주는 노숙자 독고를 만나 인생이 바뀌는 만남을 경험한다. 그의 타고난 선함을 알아본 염씨 부인은 충동적으로 그에게 자신의 가게에서 일자리를 제안한다. 기존 직원들의 초기 회의론에도 불구하고 독고의 친절함과 의지는 신속하게 지역사회를 사로잡을 수 있도록 돕습니다. 그는 믿을 수 있는 친구이자 주변 사람들에게 조언의 원천이 되어 궁극적으로 염씨 부인이 가게를 재정적 파탄에서 구하도록 돕습니다. 그러나 가게를 팔고 싶어하는 염씨 부인의 아들은 독고의 과거를 밝히기 위해 탐정을 고용하고, 그는 그 사실을 잊고 싶은 마음이 간절해 보인다. * 원하시면 읽어보세요: 소설, BIT, 두 번째 기회, 자기 성장과 이타심, 있을 법하지 않은 우정, 구원, 친절, 기분 좋은 이야기"
4,2024-10-25,"이 책은 비 오는 오후, 당신을 따뜻하게 감싸주는 그런 종류의 책입니다. 진행하면서 인물들을 알아가다 보면, 어느 시점에서 그들에게 애착을 가지게 되었는지 깨닫지 못한 채 그들의 삶을 파헤쳐 보게 되고, 읽기가 끝나기를 원하지 않게 됩니다. 큰 문제는 없지만 회복력에 대한 깊은 메시지가 담긴 짧은 이야기입니다. 각 장마다 전직 노숙자가 의도치 않게 염 부인의 가게에서 쇼핑하는 사람들의 삶을 변화시키기 시작하는 다양한 이야기가 담겨 있습니다. 그들의 영향력은 그들에게 다른 관점을 주고, 자신의 실수를 인식하고 고치려고 노력하게 만듭니다."
4,2026-06-22,"가볍고 빠르게 읽히는 소설에 익숙해서 이 책을 조금씩 재미있게 읽었습니다. 읽는 순간을 정말 즐기고 있습니다. 마음이 따뜻해지고, 자신의 존재를 소중하게 여기게 만드는 책 중 하나이다."
4,2025-05-25,"daima بحب كرة 편의점 및 بستghrp إنها مص عندنا ftى مصر .. Mkan تقدر تاckle 또는 و تصرب لي انت عايezeh 및 ممكن تسهن الاكل 또는 تقعد تسترقي and anti بتckerب البادوball اللبن الكيوت ده 😂❤️ هتعمل ايه بقي لو Roحت واحد من محلات دي و لقيت البائع صاص مهرد ريحته مه حلوة schبه الدب 및 مches بيتكلم كتر بس 에서 نlfس الوقت بيقولك على عروى ١ + ١ 와 بيجبلك الداية 에 ستا عshan متكنه سقان , رواية لويвة Guda 및 رتمha سريع .. من حاجات لى Knt بتسم 과 ana بقراha 및 بتكر كل ما اقرا تاصيل, ناحياة بيha حاجة كتير صجيرة 과 جميلة 는 зى المتجر المجعج ده بالظبص ❤️"
4,2024-02-11,"이 소설의 제목을 봤을 때 가장 먼저 생각난 것은 24시간 어디에서나 찾을 수 있는 전형적인 중국 상점들이었고, 사실은 내가 잘못한 것이 아니었다. 소설은 노숙자가 서울역에서 염씨 부인의 지갑을 발견하면서 시작된다. 24시간 가게 주인 염씨는 처음에는 이 캐릭터를 불신하고 그의 외모와 행동에 대한 편견을 갖고 있지만, 시간이 지날수록 그의 행동에 너무 놀라서 그에게 새로운 삶을 주기로 결심하고 자신의 가게에서 야간 근무를 위해 그를 고용하게 되고, 여기서 그는 다시 인간이 되는 법을 배우게 된다. 이 소설을 구성하는 장 전체에서 우리는 다양한 캐릭터를 만나 자신의 삶, 누구에게나 있을 수 있는 삶에 대해 이야기하고 그들이 다른 방식으로 생각할 수 있게 해줄 것입니다. 그러나 우리는 다른 인물들의 이야기뿐만 아니라 자신의 과거, 그가 오랫동안 묻어두었던 과거, 그리고 그가 잊어버린 과거를 기억하며 살아갈 것입니다. 내레이션은 매우 민첩하고 각 캐릭터마다 챕터가 있으며 번역이 매우 훌륭하고 언어가 전혀 낯설지 않습니다. 다른 사람의 삶을 되돌아보고 배우게 만드는 소설입니다."
