stars,date,review
4,2025-04-07,"A quiet, wholesome novel about how strangers become friends and now kindness can change the trajectory of a person's life. This novel made me feel calm in the way Before The Coffee Gets Cold did. It's light and heartwarming. Thanks to Harper Perennial for the gifted book."
3,2025-02-11,"2,75 Fajna do przesłuchania w jeden wieczór, ale nic czego bym już nie czytała. Szkoda, że zostało przedstawione kim był bezdomny. Wolałabym żeby zostało to tajemnicą"
5,2022-11-04,"“Aku teringat kenangan saat duniaku runtuh disini 4 tahun lalu. Namun, kali ini aku tidak sendirian.” Buku ini sangat heartwarming dan berhasil membuatku nangis. Cerita tentang Dokgo, tunawisma di stasiun Seoul yang mendapatkan kesempatan bekerja di minimarket Always. Kehadiran Dokgo pada awalnya dianggap sebagai suatu penyakit, momok menakutkan yang ingin dijauhi masyarakat akibat keterbatasan dan penampilannya. Tapi, seiring dengan berjalannya waktu kehadiran Dokgo seakan menjadi penyembuh, pembawa harapan bagi teman se-pekerjaannya maupun para pembeli yang mampir ke minimarket ini. ""Minimarket adalah tempat orang-orang datang & berlalu silih berganti. Pembeli dan karyawan tanpa kecuali. Beliau tahu bahwa Minimarket adalah pom bensin bagi manusia. Di 'pom bensin' ini, aku tak hanya mengisi bahan bakar, tetapi juga memperbaiki mobilku. Jika sudah baik, aku harus pergi. Aku harus kembali ke jalan.” Buku ini bukan hanya bercerita mengenai bagaimana Dokgo membantu para teman pekerja dan pembelinya, tapi seiring dengan berjalannya waktu juga mengungkapkan misteri di balik kehidupan Dokgo, orang seperti apa dia sebelumnya? Mengapa dia berakhir tak punya rumah dan hidup miskin di stasiun Seoul? Cerita dalam buku ini semuanya membekas, terutama cerita Dokgo sendiri. Mungkin karena aku se- invested itu dengan karakter Dokgo and I truly admire him in a deeper level. Habis baca buku ini, aku sesak. Sesak dengan kebahagiaan dan sesak dengan seberapa banyak pelajaran yg aku dapati sehabis membaca buku ini. Buku ini berharga banget, pembaca gak akan pernah bosen membaca setiap halamannya, dan ini bukan novel biasa, ini cerita yang mungkin bisa mengubah hidupmu sama seperti Dokgo mengubah hidup orang-orang yang ditemuinya."
4,2025-06-21,"""شكراً لأنك أحييتِ شخصاً كان لابد له من أن يموت.. أشعر بالخزي.. لكنني سأحاول أن أعيش"". . رواية لا تعتمد على أحداث مشوقة ولكنها تدور حول شخصية، وهذه الشخصية هي أساس الرواية. البطل الذي تدور حوله الأحداث هو ""دوكغو"" الذي لا يعرف ما هو اسمه ويجهل ماضيه أيضاً، نتعرف عليه في صفحات الرواية كما يتعرف هو على نفسه في الوقت ذاته. تظهر الشخصيات تباعاً، تدخل في حياة هذه الشخصية شيئاً فشيء، تنفر منه في البداية إلى أن يلمس قلوبهم بفعل بسيط ولكنه دافيء.. وبالدفء أي شخص يمكنه أن يتغير للأفضل من تلقاء نفسه. هناك شخصيات ملهمة في هذه الحياة و""دوكغو"" هو أحد هذه الشخصيات، يجعلك تعيد نظرتك للأشياء من حولك إلى أن تصل لطريقة يصبح الألم فيها شيء قابل التعامل معه بدلاً من الانغماس فيه حد العمى.. كالعادة تغمرني الأعمال الكورية بمشاعر أكثر من قدرتي على الإستقبال، تثقلني أحياناً بألمها وأحياناً تسعدني بلطفها.. شعرت باللطف والإلهام أنا أيضاً أثناء قراءتي للرواية إلى أن وصلت لآخر فصل وهو جزء الكشف عن الحقيقة. كان مؤلم على عكس جميع الفصول التي تسبقه. ولكن هذه هي الحياة! وبالنسبة للترجمة جميلة جداً.. ♥️"
3,2025-05-05,"I myk, kolejny azjatycki tytuł wpisujący się w pewien schemat (chwytająca za serce problematyka, ujęta możliwie prosto i bezpośrednio) - odhaczony. Naprawdę doceniam, jak zgrabnie rozwinęły i ""skleiły"" się nagromadzone wątki. Nie potrafię jednak wykrzesać większych pokładów zachwytu - zapewne za sprawą klimatu, z którym trudno nawiązać mi bardziej emocjonalną więź 🙁"
3,2024-03-12,"Książka z wielkim urokiem, pełna prostoty, uważności i wrażliwości. Chociaż nie do końca spełniła moje oczekiwania, ale nie zmienia to faktu, że początek mocno mnie zaangażował. Dość lekka, a co więcej wzruszająca lektura, w której zakończenie chwyci za serce nie jedną osobę. Oczekiwałam może, że dotrze do mnie dużo bardziej pod względem emocjonalnym lub będzie bardziej uniwersalna, co nie zmienia faktu, że spędziłam przy niej bardzo miło czas. W niektórych momentach była zbyt przeciągnięta, co u mnie wzbudzało poczucie monotonności tej historii, więc wydaje mi się, że nieco krótsza forma sprawdziłaby się tutaj znacznie lepiej, a na pewno była bardziej angażująca dla czytelnika."
5,2025-05-03,"O carte minunată! Ultimul capitol, cel în care aflăm identitatea lui Dok-go, m-a rupt în două, pur și simplu!! O scriitură lejeră, cu mici perle de înțelepciune care te lovesc din senin. O serie de personaje diverse rupte direct din realitate. Și un puternic accent pe empatie și conexiune umană. Mi-a plăcut foarte mult și emoțiile pe care mi le-a stârnit m-au făcut să-i dau 5 ⭐. Nu este chef d'oeuvre, dar categoric este o carte care îți merge direct la suflet. Mai avem nevoie și de astfel de lecturi pline de speranță din când în când. ❤️"
3,2025-07-08,"* 3⭐️0🌶️ * Mrs. Yeom, a retired history teacher and the owner of a struggling convenience store near Seoul Station, experiences a life-changing encounter when a homeless man named Dok-go returns her lost wallet. Recognizing his inherent goodness, Mrs. Yeom impulsively offers him a job at her store. Despite the initial skepticism of her existing employees, Dok-go's kindness and willingness to help quickly win over the community. He becomes a trusted confidante and a source of advice for those around him, ultimately helping Mrs. Yeom save her store from financial ruin. However, Mrs. Yeom's son, eager to sell the store, hires a detective to uncover Dok-go's past, which he seems desperate to forget. * Read if you like: novella, BIT, second chances, self growth and selflessness, unlikely friendship, redemption, kindness, feel good stories"
4,2024-10-25,"Este libro es perfecto para una tarde de lluvia, de esos que te envuelven en calidez. A medida que avanzas y conoces a los personajes, te adentras en sus vidas sin darte cuenta de en qué momento te has encariñado con ellos, y entonces no quieres que la lectura termine. Es una historia corta, sin grandes complicaciones, pero con un profundo mensaje de resiliencia. Cada capítulo cuenta una historia diferente en la que este exindigente, sin proponérselo, empieza a transformar las vidas de quienes compran en la tienda de la señora Yeom. Su influencia les brinda una perspectiva distinta, haciéndolos reconocer sus errores y buscando enmendarlos."
4,2026-06-22,"Tan acostumbrada a novelas ligeras y rápidas de leer, he disfrutado de leer este libro poco a poco. Disfrutando de verdad del momento de la lectura. Es de esos libros que te dejan el corazón calentito y te hacen valorar tu propia existencia."
4,2025-05-25,دايما بحب فكرة ال convenience stores و بستغرب إنها مش عندنا فى مصر .. مكان تقدر تاكل أو تشرب اللي انت عايزه و ممكن تسخن الاكل أو تقعد تسترخي و أنت بتشرب الزبادو باللبن الكيوت ده 😂❤️ هتعمل ايه بقي لو روحت واحد من المحلات دي و لقيت البائع شخص مشرد ريحته مش حلوة شبه الدب و مش بيتكلم كتير بس في نفس الوقت بيقولك على عروض ١ + ١ و بيجبلك الدفاية في الشتا عشان متكنش سقعان ؟ رواية لطيفة جدا و رتمها سريع .. من الحاجات اللى كنت ببتسم و أنا بقراها و بفتكر كل ما أقرا التفاصيل إن الحياة فيها حاجة كتير صغيرة و جميلة زى المتجر المزعج ده بالظبط ❤️
4,2024-02-11,"Cuando vi el titulo de esta novela lo primero que pensé fue en esas típicas tiendas chinas, 24 horas que encontramos en cualquier sitio, y la verdad que no iba mal encaminada. La novela comienza cuando un vagabundo encuentra la billetera de la Señora Yeom en la estación de Seúl. Yeom en la propietaria de una tienda 24 horas, al principio desconfía de este personaje, tiene prejuicios por las pintas y por la forma de actuar pero con el paso del tiempo queda soprendida con su comportamiento, tanto que decide darle una nueva vida, le contratará en su tienda para el turno de noche y es aquí donde de nuevo aprendera a ser humano. A lo largo de los capítulos que componen esta novela, iremos conociendo diferentes personajes, donde nos contarán su vida, una vida que puede ser la de cualquiera, haciendo que sean capaces de pensar de otra manera. Pero no solo viviremos las historias de otros personajes sino también la suya propia, ira recordando su pasado, un pasado que enterró durante mucho tiempo y que llego a olvidar. La narración es muy ágil, cada personaje tiene su capítulo, decir que la traducción es muy buena y el lenguaje no es nada extraño. Una novela que te hará reflexionar y aprender de la vida de otras personas."
4,2025-08-25,"This book is what I mean and need when I say I want cozy healing book with the usual tropes but make you feel for the characters & deeply care for them. Its not just a simple slice of life book, its more than that, its the drama of the second chance given to them to live. A simple premise of a store owner, Mrs Yeom offered a job to a homeless man, Dokgo after he helped her from being robbed. A simple act of kindness that led to various connection of the ordinary people through the warmth of the convenience store and the man at the front of this. The Second Chance Convenience Store reads like a drama with each chapters featuring characters with their own stories to tell from Mrs Yeom, a retired teacher opens a convenience store & her struggle to maintain the store but want to protect it for her employees. Sihyeon, a part time employee on her time to sit for civil exams looking for job security, Mrs Oh whom struggled to communicate with her son after he was fired from his job, and many others As with other similar healing fiction, this book does not shy away from the format of the loosely connected stories but what stands out about this book is the fleeting moments of ordinariness & how one man at the center lend this unexpected advices gave them the chance to find what they are looking for. A convenience store is not merely a stopover for fast food or snacks, its a space for connection, it could be a haven for others who just want a break from the chaos or stress from their job, with Dokgo, this mysterious man, a recovering alcoholic with dementia, the store is a source of comfort for some as he helped them realize things. What also interesting is the mystery surrounding Dokgo, we dont know what is his background, how he became homelese, what caused him to seek alcohol & this alcoholism induced memory loss & affected his speech. As he worked at Always Convenience Store, he slowly regained normalcy in his life & when we finally know of his past, it all made sense. We all deserved second chance in our lives, its never too late & to slow down at times. A heartfelt, comforting stories of the mundane life of ordinary people just living their best. Thank u Times Reads and Definitely Books for the review copy A mix of drama, slice of life and mystery,The Second Chance Convenience Store by Kim Ho Yeon was a story of redemption, slowing down in a busy world and forming connections in a small community. I have talked about my thoughts on the book previously and how I was pleasantly surprised by the book. I expected cozy slice of life books in the realm of the healing fiction we get nowadays but instead of the typical formulaic story, this served so much deeper than what we see on the surface. The mystery about Dokgo adds more flavour and depth to the characters we are reading, it made me feel much closer to them. At its core, this cozy inconvenient convenience store is a place of warmth and comfort, a place to find your footing and realize whats precious to you I found that books set in convenience store interesting. Like Sayaka Murata's novel Convenience Store woman touched upon the societal issue of conforming to the society, what is normal and whats not, the repetition of works in a store gave one woman's security and she is content with it. Convenience Store by the Sea by Sonoko Machida had almost similar vibe to this book but more on the store itself and the quirks rather than the drama. While there are also the magical market in Rainfall Market, a mysterious market that only opened by a ticket which can change people's life while its not conbini, its still a charming setting for those who dreamed of changes. Another kind of book that I want to talk about is Supermarket by Satoshi Azuchi that dealt more with capitalism and the business politics of chain supermarkets, its a place people converge to buy stuffs but also a placeof workers doing their job, a pretty unique book Kim Ho Yeon crafted a story and space where characters meet and formed connections, its a lovely book with interesting cast of characters and you will like Dokgo as a man of the forefront of the story Thank you Times Reads for the review copy"
4,2023-01-09,"Selesaiiiii! Dan sukaaa 🤩🤩🤩. Sejujurnya bingung mau ngomong apa tentang novel ini 🤭. Yang pasti aku cukup suka dengan terjemahannya apalagi di bagian awal bacanya terasa ringan juga heartwarming. Aku suka karena cukup banyak quotes yang bagus. Kalau buatku pribadi novel ini isinya seperti hal-hal yang kadang bisa terjadi dalam hidup kita, meskipun nggak sering terjadi tapi paling nggak pernah terjadi, dan jadi semacam pengingat lagi barangkali aku lupa 🤭. Karena aku bingung mau ngomong apa jadi aku akan bagikan beberapa quotesnya. Seperti kata Nyonya Yeom, “Hari ini ia mendapat kebaikan dan membalas kebaikan yang ia dapat. Nyonya Yeom pun memutuskan untuk menganggap bahwa itu sudah cukup untuk membuat harinya menjadi lebih baik.” . ‘Kebahagiaan bukanlah sesuatu yang ada di atas jalan menuju sesuatu, tapi kebahagiaan adalah jalan itu sendiri. Dan kau harus bersikap baik karena semua orang yang kau temui sedang berjuang keras’.” (Dalam autobiografi Bob Dylan-“Chronicles”. (Hal 209). . Hidup adalah rangkaian penyelesaian masalah yang terus-menerus. Kalau memang harus menyelesaikan masalah, ia hanya mencoba memilih masalah yang baik untuk diselesaikan. (Hal 368). . “Rasanya akan menjadi lega jika ada yang mendengarkan ceritanya.”— “Tolong dengarkan juga cerita anak Ibu. Dengan demikian… semuanya akan menjadi lega. Meskipun sedikit.” (Hal 160). . Hidup adalah hubungan, dan hubungan adalah komunikasi. Aku sekarang menyadari bahwa kebahagiaan itu tidak jauh dan bisa ditemukan saat berbagi pikiran dengan orang-orang di sekitar. (Hal 375). . “Bos yang tidak menghargai karyawan membuat karyawan tidak menghargai pelanggan.” (Hal 78)."
3,2024-02-14,"Sinceramente, esperaba más. La primera mitad del libro es una maravilla, pero justo cuando llegué a ese 50% leído, necesitaba que cambiara un poco, que no fuera todo igual (no digo más para no espoilear) y justo cambia, sí, pero a peor. La segunda mitad del libro se me ha hecho aburrida, sentía que se había perdido la “chispa” de la primera mitad del libro. Y el final me ha parecido terrible, no me ha gustado nada. Es cierto que tengo un trauma todavía no superado con todo lo relacionado con la pandemia (mi salud mental se vio muy afectada y ahí seguimos trabajando para ir a mejor), pero de todas formas me ha parecido un final flojo, muy flojo, de aprovechar ese momento histórico para dar fin a la historia, sin buscar realmente un final acorde al personaje o a la propia historia. Casi hubiera preferido un final MÁS abierto si cabe. No me ha gustado nada, una pena 😢"
5,2025-07-31,من أمتع ما سوف تقرأ من أعمال مترجمة
4,2024-09-24,"ME EMOCIONÓ Libro propuesto por mi club de lectura para el mes de septiembre. Desde el inicio me llamó la atención porque jamás había leído una novela coreana y me ayudó a dilucidar un poco algunos aspectos culturales que me llamaron mucho la atención. Es una narración que en cada capítulo tiene un relato distinto, siguiendo un hilo conductor, estos relatos son muy del día a día lo que facilitó que empatizara con los personajes, por más de que pertenezcan a un contexto completamente diferente al mío. Arranco con los pros & cons Lo que me gustó: 🍙 Aprendí mucho con el libro sobre un país que desconocía completamente y sirvió de disparador para que continuara investigando por mi cuenta. 🍙 La evolución del personaje principal está muy bien planteada a lo largo del libro. 🍙 Hay un planteo sobre distintos valores realizados de manera muy sencilla, pero que termina enterneciendo profundamente. 🍙 Un relato en particular logró emocionarme hasta las lágrimas, valoro muchísimo los libros que me movilizan de esa manera. 🍙 Es una novela muy ligera de leer. Lo que no me gustó tanto: 🍘 Me hubiera gustado una vuelta de tuerca más al cierre del libro. 🍘 Hubo un relato que me aburrió bastante, quizás porque la temática sobre la que giraba no me interesa en lo más mínimo. Más allá de esto, creo que es un libro ideal para leer en los momentos que uno necesite de una lectura que sea un mimo al corazón."
3,2025-11-28,"Mit einem kleinen 24h-Laden ""Always"" bessert sich Frau Yeom ihre Rente auf. Die Geschäfte laufen nicht so gut und es reicht gerade so. Als sie ihre Tasche verliert, lernt sie einen Obdachlosen kennen, der diese für sie findet und verteidigt. Nach anfänglichen Zweifeln lässt sie den Dok-Go genannten Mann in der Nachschicht arbeiten. Wir lernen in jedem einzelnen Kapiteln immer wieder Charaktere der Umgebung kennen und am Ende gibt es einen Twist, den ich nicht erwartet habe. Die zunächst nett klingende Geschichte hat den Feel Good Vibe der asiatischen Literatur, die gerade nach Deutschland kommt, mit einem dunklen Twist. Teilweise war es für mich harte Arbeit, dran zubleiben. Aber es hat mich am Ende doch bekommen. 3,5 Sterne mit leichter Tendenz zur Abwertung zu drei Sterne."
4,2025-05-15,الرواية بسيطة في فكرتها، لكنها غنية بالمشاعر الصغيرة التي تظهر في الحوارات العفوية بين بطل الرواية والزبائن. أكثر ما جذبني هو كيف أن الكلام القليل أحيانًا يقول كل شيء — جملة واحدة يمكن أن تغيّر نظرتك للشخصية أو تلمّح لماضيها. أحببت الإحساس بالهدوء الذي تمنحه الرواية، وكأنك تقرأ في زاوية متجر صغير أثناء الليل. ليست مثالية، وبعض اللحظات كانت أبطأ مما يجب، لكن الحوارات والدفء الإنساني غطّى على ذلك بجدارة.
4,2025-01-16,Por vezes tudo o que necessitamos na vida é de uma mão amiga e de uma segunda oportunidade.😉💖
5,2025-04-06,"Una historia que no me esperaba y que me ha asombrado. Muy fácil de leer, muy bonita y con grandes valores. El personaje principal es de estos que se te quedan dentro. La recomiendo"
4,2024-05-19,3.5*
4,2022-11-02,My rating 4.5/5 เรื่องคืออ่านเพลินมากๆ ตอนแรกคิดว่าเรื่อยๆมากๆเลย แต่พอมาถึงจุดที่เครื่องติด ก็คือว่างไม่ได้เลย อยากอ่านตลอดเวลา ฟีลของเรื่องคืออบอุ่นมาก ให้ข้อคิดต่างๆมากพอควรเลย และที่สำคัญคืออยากกินอาหารเกาหลีมากกกกกก
3,2024-02-16,Gostei! Bem healing literature mesmo. De vez em quando uma leitura leve faz bem :)
3,2025-01-23,"3,5"
4,2025-11-08,"Una bella favola natalizia. Tanti buoni sentimenti che però sono messi giù sulla pagina con il dovuto garbo e con una certa cognizione di causa, quindi: sembra esserci del buonismo, eppure c'è tanto realismo. Storie di ultimi (se non proprio di miserabili) e di alcool, di ripartenze e di periferia, di alienazione e di ricerca del successo e di famiglie che si sbriciolano. Last but not least: i primi mesi di Covid sono descritti con lo stesso garbo di cui sopra, nessun catastrofismo, nessuna sentenza messianica, nessuna pretesa del tipo ""questi sono gli eventi che finiranno nei libri di storia"". Ancora un last but not least: un bel protagonista, una figura fuori da qualsiasi cliché."
